Dates,SX5E Index,DAX Index,UKX Index,SMI Index,SPX Index,CCMP Index,NDX Index,NKY Index,HSI Index,MXEF Index,MXWO Index,MXWD Index,USDR1T Curncy,EUDR1T Curncy,SFDR1T Curncy,BPDR1T Curncy,JYDR1T Curncy,SPI Index,NDUEAWXZ Index,VICASCI SW Equity,VICAAI1 SW Equity,STXAAIGV Index,CSRPAIS Index,SX5T Index,TUKXG Index,SMIC Index,SPXT Index,NDUEEGF Index,NDDUWI Index
1995-05-27,1366.49,2065.71,3311.1,2751.7,523.65,871.87,496.06,15694.25,9329.18,474.0,672.84,167.83,,,,,,1801.5,,,,,,1542.18,1290.12,2929.9,663.95,,1259.598
1995-05-28,1366.49,2065.71,3311.1,2751.7,523.65,871.87,496.06,15694.25,9329.18,474.0,672.84,167.83,,,,,,1801.5,,,,,,1542.18,1290.12,2929.9,663.95,,1259.598
1995-05-29,1360.0,2069.26,3311.1,2762.5,523.65,871.87,496.06,15574.03,9316.17,473.85,670.39,167.27,,,,,,1806.72,,,,,,1534.85,1290.12,2930.1,663.95,,1259.598
1995-05-30,1371.27,2081.46,3309.9,2779.4,523.58,858.7,482.08,15762.97,9245.3,468.59,672.08,167.51,,,,,,1815.79,,,,,,1547.57,1290.56,2953.0,663.89,,1259.598
1995-05-31,1377.67,2099.95,3319.4,2786.4,533.4,864.58,488.1,15436.79,9407.38,470.95,670.63,167.24,,,,,,1818.18,,,,,,1554.79,1294.25,2956.6,676.36,,1270.088
1995-06-01,1394.26,2119.24,3340.6,2807.8,533.49,868.82,490.96,15594.57,9559.74,476.83,671.71,167.6,,,,,,1830.09,,,,,,1573.51,1302.55,2958.8,676.53,,1270.088
1995-06-02,1395.04,2132.72,3345.0,2805.3,532.51,872.97,492.65,15849.13,9559.74,483.19,676.94,168.98,,,,,,1832.18,,,,,,1574.4,1304.25,2961.0,675.4,,1270.088
1995-06-03,1395.04,2132.72,3345.0,2805.3,532.51,872.97,492.65,15849.13,9559.74,483.19,676.94,168.98,,,,,,1832.18,,,,,,1574.4,1304.25,2961.0,675.4,,1270.088
1995-06-04,1395.04,2132.72,3345.0,2805.3,532.51,872.97,492.65,15849.13,9559.74,483.19,676.94,168.98,,,,,,1832.18,,,,,,1574.4,1304.25,2961.0,675.4,,1270.088
1995-06-05,1394.93,2132.72,3376.6,2805.3,535.6,882.85,500.81,15897.32,9570.37,486.48,679.01,169.54,,,,,,1832.18,,,,,,1574.27,1318.32,2961.0,679.32,,1270.088
1995-06-06,1394.92,2154.17,3380.0,2809.7,535.55,879.4,495.12,15660.99,9497.83,484.33,674.65,168.46,,,,,,1846.58,,,,,,1578.52,1319.67,2960.2,679.36,,1270.088
1995-06-07,1397.06,2136.72,3370.8,2819.6,533.13,881.58,497.15,15679.62,9382.58,479.54,675.37,168.56,,,,,,1851.88,,,,,,1580.95,1316.06,2957.8,676.29,,1270.088
1995-06-08,1390.89,2137.21,3380.8,2806.8,532.35,886.13,500.86,15442.3,9292.78,477.29,669.36,167.08,,,,,,1843.82,,,,,,1573.97,1319.98,2942.5,675.39,,1270.088
1995-06-09,1377.42,2107.16,3337.7,2795.3,527.94,884.38,500.41,15044.18,9267.62,474.05,665.8,166.16,,,,,,1838.06,,,,,,1559.37,1303.16,2907.5,669.8,,1270.088
1995-06-10,1377.42,2107.16,3337.7,2795.3,527.94,884.38,500.41,15044.18,9267.62,474.05,665.8,166.16,,,,,,1838.06,,,,,,1559.37,1303.16,2907.5,669.8,,1270.088
1995-06-11,1377.42,2107.16,3337.7,2795.3,527.94,884.38,500.41,15044.18,9267.62,474.05,665.8,166.16,,,,,,1838.06,,,,,,1559.37,1303.16,2907.5,669.8,,1270.088
1995-06-12,1375.53,2127.79,3344.6,2802.3,530.88,887.98,501.69,14813.46,9121.45,472.53,664.07,165.74,,,,,,1841.4,,,,,,1557.23,1307.17,2939.2,673.56,,1270.088
1995-06-13,1376.66,2124.25,3348.0,2800.9,536.05,894.23,505.32,14599.68,9103.17,473.91,664.88,165.98,,,,,,1840.36,,,,,,1558.5,1308.48,2958.3,680.41,,1270.088
1995-06-14,1373.44,2124.84,3339.8,2798.1,536.47,895.72,506.09,14660.49,9364.77,473.95,666.84,166.42,,,,,,1841.12,,,,,,1554.86,1305.27,2958.7,680.99,,1270.088
1995-06-15,1381.04,2124.84,3370.4,2800.2,537.12,902.68,511.99,14867.26,9262.0,473.34,667.56,166.57,,,,,,1844.4,,,,,,1564.34,1317.24,2965.9,681.82,,1270.088
1995-06-16,1373.41,2125.06,3366.1,2775.4,539.83,908.64,517.57,14703.17,9313.95,475.23,669.44,167.03,,,,,,1832.58,,,,,,1555.69,1315.57,2981.3,685.26,,1270.088
1995-06-17,1373.41,2125.06,3366.1,2775.4,539.83,908.64,517.57,14703.17,9313.95,475.23,669.44,167.03,,,,,,1832.58,,,,,,1555.69,1315.57,2981.3,685.26,,1270.088
1995-06-18,1373.41,2125.06,3366.1,2775.4,539.83,908.64,517.57,14703.17,9313.95,475.23,669.44,167.03,,,,,,1832.58,,,,,,1555.69,1315.57,2981.3,685.26,,1270.088
1995-06-19,1385.22,2154.13,3381.3,2803.0,545.22,922.09,530.53,14700.06,9313.95,473.42,672.72,167.76,,,,,,1848.07,,,,,,1569.89,1322.46,2972.8,692.14,,1270.088
1995-06-20,1382.7,2140.36,3377.2,2805.6,544.98,929.84,539.55,14665.7,9278.69,473.32,672.76,167.76,,,,,,1850.68,,,,,,1567.04,1320.84,3007.8,691.85,,1270.088
1995-06-21,1383.11,2144.88,3378.3,2816.8,543.98,929.19,535.52,14951.21,9243.65,474.79,675.88,168.49,,,,,,1856.9,,,,,,1567.5,1321.26,3041.6,690.59,,1270.088
1995-06-22,1395.21,2162.39,3403.8,2843.3,551.07,940.09,546.06,14926.37,9158.95,474.74,680.59,169.6,,,,,,1870.28,,,,,,1581.21,1331.27,3048.0,699.63,,1270.088
1995-06-23,1390.06,2138.22,3379.4,2837.7,549.71,938.95,544.66,15265.18,9224.36,473.62,681.74,169.83,,,,,,1871.3,,,,,,1575.37,1321.7,3074.9,697.92,,1270.088
1995-06-24,1390.06,2138.22,3379.4,2837.7,549.71,938.95,544.66,15265.18,9224.36,473.62,681.74,169.83,,,,,,1871.3,,,,,,1575.37,1321.7,3074.9,697.92,,1270.088
1995-06-25,1390.06,2138.22,3379.4,2837.7,549.71,938.95,544.66,15265.18,9224.36,473.62,681.74,169.83,,,,,,1871.3,,,,,,1575.37,1321.7,3074.9,697.92,,1270.088
1995-06-26,1390.96,2137.36,3309.2,2830.3,544.13,926.98,536.49,15145.36,9201.25,471.33,675.39,168.31,,,,,,1867.64,,,,,,1576.39,1294.59,3085.2,690.84,,1270.088
1995-06-27,1383.23,2128.99,3313.2,2845.1,542.43,919.56,527.84,14759.05,9199.54,471.78,673.41,167.89,,,,,,1875.42,,,,,,1568.58,1296.15,3094.8,688.68,,1270.088
1995-06-28,1369.96,2091.3,3282.7,2836.8,544.73,920.52,530.65,14618.07,9151.37,471.8,669.94,167.12,,,,,,1869.99,,,,,,1553.53,1284.21,3092.9,691.89,,1270.088
1995-06-29,1369.88,2094.68,3294.0,2845.6,543.87,926.81,536.21,14507.17,9200.13,471.08,667.74,166.57,,,,,,1876.49,,,,,,1556.06,1288.62,3099.7,690.8,,1270.088
1995-06-30,1362.52,2089.04,3314.6,2825.3,544.75,933.45,538.03,14517.4,9206.54,471.38,669.32,166.97,,,,,,1866.53,,,,,,1547.69,1296.7,3145.9,692.07,,1269.412
1995-07-01,1362.52,2089.04,3314.6,2825.3,544.75,933.45,538.03,14517.4,9206.54,471.38,669.32,166.97,,,,,,1866.53,,,,,,1547.69,1296.7,3145.9,692.07,,1269.412
1995-07-02,1362.52,2089.04,3314.6,2825.3,544.75,933.45,538.03,14517.4,9206.54,471.38,669.32,166.97,,,,,,1866.53,,,,,,1547.69,1296.7,3145.9,692.07,,1269.412
1995-07-03,1371.32,2099.68,3323.7,2827.5,547.09,934.53,538.97,14485.41,9138.21,469.64,672.12,167.57,,,,,,1864.87,,,,,,1559.59,1300.3,3177.5,695.08,,1269.412
1995-07-04,1381.8,2110.13,3349.2,2847.5,547.09,934.53,538.97,14755.74,9182.47,470.82,674.96,168.25,,,,,,1876.86,,,,,,1571.51,1310.3,3195.7,695.08,,1269.412
1995-07-05,1383.98,2117.63,3394.9,2843.7,547.26,941.82,543.39,14830.44,9407.27,475.76,676.85,168.82,,,,,,1872.38,,,,,,1573.99,1328.17,3204.6,695.41,,1269.412
1995-07-06,1382.42,2111.35,3388.3,2833.7,553.99,952.93,553.87,15256.89,9376.87,480.41,682.97,170.37,,,,,,1867.03,,,,,,1573.86,1325.61,3196.7,704.14,,1269.412
1995-07-07,1409.15,2163.37,3462.9,2848.4,556.37,969.75,567.56,16213.08,9632.25,488.38,692.25,172.73,,,,,,1880.36,,,,,,1604.28,1354.77,3182.5,707.28,,1269.412
1995-07-08,1409.15,2163.37,3462.9,2848.4,556.37,969.75,567.56,16213.08,9632.25,488.38,692.25,172.73,,,,,,1880.36,,,,,,1604.28,1354.77,3182.5,707.28,,1269.412
1995-07-09,1409.15,2163.37,3462.9,2848.4,556.37,969.75,567.56,16213.08,9632.25,488.38,692.25,172.73,,,,,,1880.36,,,,,,1604.28,1354.77,3182.5,707.28,,1269.412
1995-07-10,1422.24,2184.39,3455.0,2842.9,557.19,976.63,573.56,16242.66,9727.54,492.45,693.42,173.12,,,,,,1874.44,,,,,,1619.57,1351.68,3151.3,708.33,,1269.412
1995-07-11,1427.72,2194.15,3464.0,2847.3,554.78,970.22,563.98,16588.19,9669.97,488.91,694.73,173.34,,,,,,1875.67,,,,,,1625.81,1355.21,3210.0,705.28,,1269.412
1995-07-12,1433.24,2200.32,3450.6,2867.9,560.89,988.63,579.71,16605.74,9639.62,492.96,697.83,174.14,,,,,,1888.56,,,,,,1632.09,1349.97,3209.0,713.1,,1269.412
1995-07-13,1436.53,2193.72,3447.2,2869.7,561.0,994.15,583.25,16505.67,9742.44,495.54,699.03,174.48,,,,,,1889.52,,,,,,1635.84,1348.62,3241.8,713.26,,1269.412
1995-07-14,1427.71,2191.25,3429.2,2863.4,559.89,999.33,589.85,16517.7,9727.96,495.32,697.16,174.02,,,,,,1888.96,,,,,,1625.8,1341.59,3210.5,711.85,,1269.412
1995-07-15,1427.71,2191.25,3429.2,2863.4,559.89,999.33,589.85,16517.7,9727.96,495.32,697.16,174.02,,,,,,1888.96,,,,,,1625.8,1341.59,3210.5,711.85,,1269.412
1995-07-16,1427.71,2191.25,3429.2,2863.4,559.89,999.33,589.85,16517.7,9727.96,495.32,697.16,174.02,,,,,,1888.96,,,,,,1625.8,1341.59,3210.5,711.85,,1269.412
1995-07-17,1432.5,2201.36,3442.6,2892.3,562.72,1005.89,596.91,16842.47,9633.98,494.92,699.02,174.45,,,,,,1904.56,,,,,,1631.96,1348.19,3223.1,715.45,,1269.412
1995-07-18,1429.64,2183.71,3420.7,2875.1,558.46,988.53,578.46,16574.35,9616.98,491.56,695.24,173.48,,,,,,1895.94,,,,,,1628.7,1339.6,3242.9,710.1,,1269.412
1995-07-19,1417.83,2195.31,3405.3,2856.2,550.98,952.83,547.02,16422.44,9418.91,484.75,688.93,171.84,,,,,,1885.2,,,,,,1615.24,1333.59,3251.0,700.66,,1269.412
1995-07-20,1412.99,2183.52,3400.4,2822.2,553.54,960.57,550.33,16453.42,9423.2,486.76,691.46,172.47,,,,,,1864.36,,,,,,1609.72,1331.67,3276.0,703.93,,1269.412
1995-07-21,1418.79,2196.54,3413.1,2830.2,553.62,961.77,547.78,16589.09,9410.23,484.61,690.46,172.21,,,,,,1870.28,,,,,,1616.34,1336.65,3278.5,704.04,,1269.412
1995-07-22,1418.79,2196.54,3413.1,2830.2,553.62,961.77,547.78,16589.09,9410.23,484.61,690.46,172.21,,,,,,1870.28,,,,,,1616.34,1336.65,3278.5,704.04,,1269.412
1995-07-23,1418.79,2196.54,3413.1,2830.2,553.62,961.77,547.78,16589.09,9410.23,484.61,690.46,172.21,,,,,,1870.28,,,,,,1616.34,1336.65,3278.5,704.04,,1269.412
1995-07-24,1431.84,2232.02,3431.6,2836.6,556.63,978.57,562.64,16591.5,9288.04,484.06,696.03,173.51,,,,,,1872.97,,,,,,1631.2,1344.1,3304.3,707.87,,1269.412
1995-07-25,1443.23,2232.23,3432.9,2833.2,561.1,993.76,572.71,16148.4,9359.1,484.78,694.82,173.26,,,,,,1873.28,,,,,,1644.17,1344.63,3316.0,713.56,,1269.412
1995-07-26,1446.81,2237.73,3454.3,2827.1,561.61,1000.17,576.84,16387.25,9354.95,483.54,698.24,174.03,,,,,,1871.44,,,,,,1648.26,1353.01,3300.9,714.25,,1269.412
1995-07-27,1446.46,2239.36,3458.3,2824.7,565.22,1010.66,584.25,16625.19,9361.33,483.66,701.2,174.71,,,,,,1868.28,,,,,,1648.62,1354.57,3287.4,718.95,,1269.412
1995-07-28,1440.2,2217.91,3468.9,2833.1,562.93,1005.28,574.18,16649.45,9451.69,482.03,701.48,174.73,,,,,,1872.07,,,,,,1641.48,1358.71,3295.6,716.07,,1269.412
1995-07-29,1440.2,2217.91,3468.9,2833.1,562.93,1005.28,574.18,16649.45,9451.69,482.03,701.48,174.73,,,,,,1872.07,,,,,,1641.48,1358.71,3295.6,716.07,,1269.412
1995-07-30,1440.2,2217.91,3468.9,2833.1,562.93,1005.28,574.18,16649.45,9451.69,482.03,701.48,174.73,,,,,,1872.07,,,,,,1641.48,1358.71,3295.6,716.07,,1269.412
1995-07-31,1435.52,2222.51,3463.3,2826.8,562.06,1001.21,568.88,16677.53,9453.42,481.28,701.69,174.74,,,,,,1871.33,,,,,,1636.36,1356.69,3294.0,715.02,,1332.64
1995-08-01,1435.56,2211.26,3449.9,2826.8,559.64,991.11,559.21,16358.57,9385.27,481.14,696.73,173.57,,,,,,1871.33,,,,,,1636.4,1351.45,3294.0,711.95,,1332.64
1995-08-02,1455.38,2249.6,3499.9,2852.3,558.8,983.75,551.56,16720.75,9410.14,485.4,695.45,173.37,,,,,,1884.49,,,,,,1658.99,1371.04,3291.4,711.03,,1332.64
1995-08-03,1447.58,2234.86,3475.6,2814.3,558.75,982.7,553.06,16893.71,9379.72,486.9,698.1,174.02,,,,,,1863.95,,,,,,1650.1,1361.54,3293.8,711.16,,1332.64
1995-08-04,1448.35,2236.68,3482.4,2807.1,558.94,991.11,560.58,16741.2,9362.83,488.37,696.37,173.66,,,,,,1861.65,,,,,,1650.98,1364.17,3264.8,711.45,,1332.64
1995-08-05,1448.35,2236.68,3482.4,2807.1,558.94,991.11,560.58,16741.2,9362.83,488.37,696.37,173.66,,,,,,1861.65,,,,,,1650.98,1364.17,3264.8,711.45,,1332.64
1995-08-06,1448.35,2236.68,3482.4,2807.1,558.94,991.11,560.58,16741.2,9362.83,488.37,696.37,173.66,,,,,,1861.65,,,,,,1650.98,1364.17,3264.8,711.45,,1332.64
1995-08-07,1451.33,2244.56,3483.5,2800.6,560.03,995.22,563.65,16615.46,9318.4,488.39,695.03,173.36,,,,,,1857.86,,,,,,1654.56,1368.89,3297.8,712.91,,1332.64
1995-08-08,1451.31,2236.89,3468.8,2797.4,560.39,997.12,565.71,16838.97,9303.82,487.09,695.04,173.32,,,,,,1858.28,,,,,,1654.54,1363.1,3300.9,713.44,,1332.64
1995-08-09,1445.04,2222.28,3468.3,2781.3,559.71,1005.04,575.49,16789.33,9301.65,487.07,694.04,173.09,,,,,,1848.77,,,,,,1647.39,1362.92,3314.1,712.68,,1332.64
1995-08-10,1446.24,2236.72,3474.7,2802.6,557.45,1000.61,569.75,16728.97,9142.55,487.21,688.7,171.86,,,,,,1860.74,,,,,,1648.76,1365.4,3345.3,709.99,,1332.64
1995-08-11,1448.09,2228.44,3467.5,2820.1,555.11,1004.11,575.64,16792.34,9006.93,482.59,684.89,170.85,,,,,,1871.54,,,,,,1650.87,1362.57,3341.4,707.14,,1332.64
1995-08-12,1448.09,2228.44,3467.5,2820.1,555.11,1004.11,575.64,16792.34,9006.93,482.59,684.89,170.85,,,,,,1871.54,,,,,,1650.87,1362.57,3341.4,707.14,,1332.64
1995-08-13,1448.09,2228.44,3467.5,2820.1,555.11,1004.11,575.64,16792.34,9006.93,482.59,684.89,170.85,,,,,,1871.54,,,,,,1650.87,1362.57,3341.4,707.14,,1332.64
1995-08-14,1442.91,2211.03,3441.4,2807.2,559.74,1012.44,584.73,16916.57,8924.27,478.84,686.53,171.14,,,,,,1864.65,,,,,,1644.96,1354.05,3332.7,713.1,,1332.64
1995-08-15,1448.51,2236.73,3444.4,2838.4,558.57,1012.37,584.05,17452.72,8931.31,477.4,681.6,169.97,,,,,,1881.44,,,,,,1651.34,1355.22,3351.5,711.71,,1332.64
1995-08-16,1453.87,2251.64,3465.1,2880.6,559.97,1025.75,596.43,18158.73,8985.05,475.27,688.02,171.44,,,,,,1902.47,,,,,,1657.46,1363.37,3341.7,713.67,,1332.64
1995-08-17,1452.71,2253.93,3470.6,2880.0,559.04,1029.25,596.28,18149.7,8896.66,475.45,684.99,170.77,,,,,,1901.98,,,,,,1656.13,1365.54,3352.1,712.52,,1332.64
1995-08-18,1459.19,2265.86,3509.8,2889.5,559.21,1031.28,595.52,18032.49,8895.82,475.67,687.91,171.44,,,,,,1906.29,,,,,,1663.7,1380.98,3328.1,712.82,,1332.64
1995-08-19,1459.19,2265.86,3509.8,2889.5,559.21,1031.28,595.52,18032.49,8895.82,475.67,687.91,171.44,,,,,,1906.29,,,,,,1663.7,1380.98,3328.1,712.82,,1332.64
1995-08-20,1459.19,2265.86,3509.8,2889.5,559.21,1031.28,595.52,18032.49,8895.82,475.67,687.91,171.44,,,,,,1906.29,,,,,,1663.7,1380.98,3328.1,712.82,,1332.64
1995-08-21,1466.2,2269.6,3535.7,2886.7,558.11,1019.7,578.89,17871.05,8900.48,475.42,686.55,171.13,,,,,,1905.43,,,,,,1671.71,1392.4,3330.7,711.44,,1332.64
1995-08-22,1458.76,2258.97,3530.2,2900.8,559.52,1025.29,589.25,17877.77,8947.19,474.34,685.88,170.93,,,,,,1912.88,,,,,,1663.21,1390.21,3354.3,713.27,,1332.64
1995-08-23,1456.82,2262.66,3515.9,2896.8,557.14,1028.19,591.32,17731.98,9132.64,475.7,685.0,170.76,,,,,,1911.16,,,,,,1661.0,1384.6,3349.9,710.34,,1332.64
1995-08-24,1453.06,2253.91,3520.0,2887.1,557.46,1020.93,583.16,17921.99,9058.34,474.2,684.35,170.56,,,,,,1905.44,,,,,,1656.72,1386.2,3338.0,710.77,,1332.64
1995-08-25,1448.77,2257.34,3524.9,2893.8,560.1,1019.98,580.1,17770.68,9080.39,474.01,685.58,170.84,,,,,,1906.46,,,,,,1651.83,1388.15,3355.4,714.15,,1332.64
1995-08-26,1448.77,2257.34,3524.9,2893.8,560.1,1019.98,580.1,17770.68,9080.39,474.01,685.58,170.84,,,,,,1906.46,,,,,,1651.83,1388.15,3355.4,714.15,,1332.64
1995-08-27,1448.77,2257.34,3524.9,2893.8,560.1,1019.98,580.1,17770.68,9080.39,474.01,685.58,170.84,,,,,,1906.46,,,,,,1651.83,1388.15,3355.4,714.15,,1332.64
1995-08-28,1438.38,2240.31,3524.9,2883.3,559.05,1008.16,566.05,17847.29,9080.39,472.9,685.48,170.8,,,,,,1899.85,,,,,,1641.56,1388.15,3348.9,712.82,,1332.64
1995-08-29,1435.2,2230.27,3502.6,2887.3,560.0,1003.65,566.82,18135.16,9152.89,470.46,684.75,170.57,,,,,,1899.54,,,,,,1637.93,1379.48,3354.1,714.13,,1332.64
1995-08-30,1440.17,2251.3,3504.0,2915.7,560.92,1012.61,572.83,17983.86,9197.21,468.26,682.06,169.9,,,,,,1915.83,,,,,,1643.61,1380.04,3378.3,715.54,,1332.64
1995-08-31,1432.86,2234.23,3477.8,2908.8,561.88,1020.11,576.77,18117.22,9179.86,469.28,684.96,170.61,,,,,,1909.9,,,,,,1635.26,1369.72,3380.5,716.82,,1302.664
1995-09-01,1432.19,2242.76,3509.4,2918.3,563.84,1019.47,573.21,18120.73,9196.47,470.82,687.04,171.14,,,,,,1913.83,,,,,,1634.5,1382.16,3373.0,719.34,,1302.664
1995-09-02,1432.19,2242.76,3509.4,2918.3,563.84,1019.47,573.21,18120.73,9196.47,470.82,687.04,171.14,,,,,,1913.83,,,,,,1634.5,1382.16,3373.0,719.34,,1302.664
1995-09-03,1432.19,2242.76,3509.4,2918.3,563.84,1019.47,573.21,18120.73,9196.47,470.82,687.04,171.14,,,,,,1913.83,,,,,,1634.5,1382.16,3373.0,719.34,,1302.664
1995-09-04,1443.0,2263.08,3522.7,2952.7,563.84,1019.47,573.21,17748.52,9252.95,470.6,685.48,170.8,,,,,,1928.14,,,,,,1646.84,1388.69,3407.1,719.34,,1302.664
1995-09-05,1446.49,2266.57,3532.4,2971.1,569.17,1039.3,595.36,17794.04,9222.91,469.5,688.49,171.5,,,,,,1937.86,,,,,,1650.82,1392.55,3386.9,726.26,,1302.664
1995-09-06,1450.19,2266.37,3557.7,2999.6,570.17,1044.27,594.12,17620.38,9194.68,470.25,687.11,171.18,,,,,,1955.42,,,,,,1655.04,1402.49,3364.6,727.68,,1302.664
1995-09-07,1447.03,2269.01,3545.6,2989.1,570.29,1051.08,599.14,17621.18,9278.99,470.4,687.88,171.4,,,,,,1952.24,,,,,,1651.44,1397.75,3324.6,727.88,,1302.664
1995-09-08,1449.53,2266.77,3554.5,2989.2,572.68,1060.03,604.27,18279.55,9393.21,470.08,690.58,172.03,,,,,,1954.7,,,,,,1654.29,1401.27,3333.9,730.94,,1302.664
1995-09-09,1449.53,2266.77,3554.5,2989.2,572.68,1060.03,604.27,18279.55,9393.21,470.08,690.58,172.03,,,,,,1954.7,,,,,,1654.29,1401.27,3333.9,730.94,,1302.664
1995-09-10,1449.53,2266.77,3554.5,2989.2,572.68,1060.03,604.27,18279.55,9393.21,470.08,690.58,172.03,,,,,,1954.7,,,,,,1654.29,1401.27,3333.9,730.94,,1302.664
1995-09-11,1448.65,2268.26,3549.3,2986.3,573.91,1066.56,609.75,18486.11,9438.95,472.29,694.38,172.96,,,,,,1952.59,,,,,,1653.36,1399.28,3341.5,732.54,,1302.664
1995-09-12,1452.99,2266.07,3535.9,2990.5,576.51,1065.0,605.99,18472.17,9434.81,471.93,694.19,172.91,,,,,,1955.17,,,,,,1658.31,1394.0,3337.5,735.87,,1302.664
1995-09-13,1464.6,2300.72,3570.8,3016.8,578.77,1067.4,607.7,18614.26,9581.36,473.61,694.77,173.08,,,,,,1968.56,,,,,,1671.57,1407.76,3330.3,739.11,,1302.664
1995-09-14,1467.5,2300.29,3565.4,3011.6,583.61,1066.96,604.12,18758.55,9680.1,473.44,698.1,173.87,,,,,,1966.35,,,,,,1674.88,1405.64,3327.5,745.31,,1302.664
1995-09-15,1469.19,2305.58,3564.6,3025.4,583.35,1051.1,589.01,18758.55,9797.4,474.33,697.07,173.66,,,,,,1975.88,,,,,,1676.81,1405.32,3337.4,744.98,,1302.664
1995-09-16,1469.19,2305.58,3564.6,3025.4,583.35,1051.1,589.01,18758.55,9797.4,474.33,697.07,173.66,,,,,,1975.88,,,,,,1676.81,1405.32,3337.4,744.98,,1302.664
1995-09-17,1469.19,2305.58,3564.6,3025.4,583.35,1051.1,589.01,18758.55,9797.4,474.33,697.07,173.66,,,,,,1975.88,,,,,,1676.81,1405.32,3337.4,744.98,,1302.664
1995-09-18,1459.76,2289.49,3533.3,3008.1,582.77,1050.18,591.13,18319.16,9770.05,474.21,692.75,172.65,,,,,,1967.92,,,,,,1669.53,1396.79,3329.9,744.5,,1302.664
1995-09-19,1466.58,2306.66,3541.4,3033.5,584.2,1060.31,601.02,18474.38,9646.14,473.18,693.91,172.89,,,,,,1980.96,,,,,,1677.33,1400.01,3359.9,746.34,,1302.664
1995-09-20,1465.6,2294.15,3561.5,3029.0,586.77,1065.09,603.19,18198.64,9630.96,472.32,697.5,173.7,,,,,,1977.12,,,,,,1676.21,1407.97,3315.2,749.66,,1302.664
1995-09-21,1460.87,2275.72,3557.9,3039.1,583.0,1058.51,594.85,18034.79,9536.27,472.09,700.79,174.43,,,,,,1980.02,,,,,,1670.8,1406.54,3306.8,744.88,,1302.664
1995-09-22,1427.68,2204.44,3514.8,2994.7,581.73,1053.39,592.64,17713.93,9541.87,472.24,698.14,173.79,,,,,,1953.56,,,,,,1632.84,1389.5,3299.1,743.26,,1302.664
1995-09-23,1427.68,2204.44,3514.8,2994.7,581.73,1053.39,592.64,17713.93,9541.87,472.24,698.14,173.79,,,,,,1953.56,,,,,,1632.84,1389.5,3299.1,743.26,,1302.664
1995-09-24,1427.68,2204.44,3514.8,2994.7,581.73,1053.39,592.64,17713.93,9541.87,472.24,698.14,173.79,,,,,,1953.56,,,,,,1632.84,1389.5,3299.1,743.26,,1302.664
1995-09-25,1425.73,2212.97,3507.0,3015.3,581.81,1046.15,587.93,17566.43,9497.88,467.94,694.98,172.96,,,,,,1964.86,,,,,,1630.61,1388.76,3295.3,743.36,,1302.664
1995-09-26,1437.57,2232.02,3523.3,3045.5,581.41,1038.05,580.77,17921.98,9583.34,465.13,695.01,172.88,,,,,,1983.58,,,,,,1644.15,1395.22,3276.4,742.85,,1302.664
1995-09-27,1422.01,2190.9,3485.0,3009.8,581.04,1026.54,576.22,18262.43,9650.6,462.2,698.36,173.59,,,,,,1965.92,,,,,,1626.35,1380.04,3301.4,742.74,,1302.664
1995-09-28,1407.34,2184.24,3479.0,3000.6,585.87,1047.05,595.44,18022.86,9600.56,462.84,699.69,173.95,,,,,,1958.71,,,,,,1610.23,1377.66,3322.0,748.93,,1302.664
1995-09-29,1419.6,2201.27,3508.2,3014.8,584.41,1043.54,585.08,17913.06,9646.34,466.41,703.8,175.0,,,,,,1966.95,,,,,,1624.26,1389.26,3306.8,747.07,,1340.3239999999996
1995-09-30,1419.6,2201.27,3508.2,3014.8,584.41,1043.54,585.08,17913.06,9646.34,466.41,703.8,175.0,,,,,,1966.95,,,,,,1624.26,1389.26,3306.8,747.07,,1340.3239999999996
1995-10-01,1419.6,2201.27,3508.2,3014.8,584.41,1043.54,585.08,17913.06,9646.34,466.41,703.8,175.0,,,,,,1966.95,,,,,,1624.26,1389.26,3306.8,747.07,,1340.3239999999996
1995-10-02,1422.45,2197.01,3520.2,3039.0,581.72,1027.59,573.87,17739.84,9724.98,460.04,697.04,173.29,,,,,,1979.92,,,,,,1627.52,1394.18,3343.7,743.65,,1340.3239999999996
1995-10-03,1423.05,2197.01,3524.2,3049.0,582.34,1020.45,573.16,18142.99,9805.46,457.45,698.47,173.57,,,,,,1984.53,,,,,,1628.21,1395.76,3393.3,744.47,,1340.3239999999996
1995-10-04,1427.18,2211.6,3544.1,3036.5,581.47,1002.27,558.99,18145.08,9939.95,459.12,700.12,173.98,,,,,,1976.83,,,,,,1632.93,1403.64,3392.6,743.48,,1340.3239999999996
1995-10-05,1428.26,2191.54,3544.4,3036.6,582.63,1014.2,572.75,18220.41,9888.04,462.5,701.81,174.49,,,,,,1976.58,,,,,,1634.17,1403.76,3403.8,745.22,,1340.3239999999996
1995-10-06,1417.28,2176.35,3526.5,3054.0,582.49,1012.03,567.42,18506.28,9873.9,465.25,701.39,174.48,,,,,,1985.66,,,,,,1622.46,1396.68,3400.4,745.11,,1340.3239999999996
1995-10-07,1417.28,2176.35,3526.5,3054.0,582.49,1012.03,567.42,18506.28,9873.9,465.25,701.39,174.48,,,,,,1985.66,,,,,,1622.46,1396.68,3400.4,745.11,,1340.3239999999996
1995-10-08,1417.28,2176.35,3526.5,3054.0,582.49,1012.03,567.42,18506.28,9873.9,465.25,701.39,174.48,,,,,,1985.66,,,,,,1622.46,1396.68,3400.4,745.11,,1340.3239999999996
